month,역명,승하차구분,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,노인_아침_유동인구,노인_점심_유동인구,노인_저녁_유동인구,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,총유동인구
5,애오개역,승차,1608,3122,1302,64138,50639,39582,14562.0,22697.0,4727.0,4.0,125.0,90.0,202596.0
5,애오개역,하차,2272,2195,1879,46817,44024,60197,13171.0,19371.0,7887.0,22.0,144.0,78.0,198057.0
5,약수역,승차,4576,8809,5043,117274,137341,125942,38204.0,56795.0,14878.0,36.0,356.0,204.0,509458.0
5,약수역,하차,6441,6956,4791,103629,125753,141758,26021.0,58331.0,20090.0,69.0,375.0,214.0,494428.0
5,양재역,승차,4902,11862,5572,140061,340786,413294,32813.0,92093.0,37525.0,200.0,323.0,121.0,1079552.0
5,양재역,하차,6161,10730,8480,509698,258382,220239,59305.0,83512.0,20992.0,57.0,280.0,327.0,1178163.0
5,양천구청역,승차,2544,3277,1278,86535,41412,18188,27020.0,24714.0,4031.0,1.0,7.0,3.0,209010.0
5,양천구청역,하차,609,3823,3452,18236,46290,89392,10296.0,29435.0,16573.0,3.0,8.0,4.0,218121.0
5,양평역,승차,1774,1459,994,74925,56364,52453,11367.0,16647.0,5105.0,53.0,65.0,48.0,221254.0
5,양평역,하차,748,2122,1413,65709,41446,70256,11357.0,15164.0,5849.0,8.0,59.0,71.0,214202.0
5,어린이대공원역,승차,2713,27722,8630,98385,217697,171965,13699.0,30292.0,7399.0,40.0,207.0,107.0,578856.0
5,어린이대공원역,하차,22454,15365,3764,185403,190484,127991,17879.0,26054.0,7498.0,37.0,154.0,83.0,597166.0
5,여의나루역,승차,1482,20921,34772,26764,141092,252920,7816.0,21505.0,7630.0,91.0,1087.0,1802.0,517882.0
5,여의나루역,하차,9936,33707,13843,173185,188470,105139,14585.0,16689.0,4782.0,248.0,1707.0,1108.0,563399.0
5,여의도역,승차,1577,9366,5047,50029,312963,368124,10315.0,37230.0,10460.0,139.0,783.0,740.0,806773.0
5,여의도역,하차,4091,9054,3271,482192,219376,89667,23803.0,25874.0,5431.0,227.0,1184.0,411.0,864581.0
5,역삼역,승차,1139,6024,5375,87786,486553,615034,19237.0,95371.0,31705.0,410.0,971.0,513.0,1350118.0
5,역삼역,하차,2972,7133,3674,918460,301330,155273,61756.0,76166.0,12579.0,152.0,823.0,903.0,1541221.0
5,역촌역,승차,1015,1070,417,43961,21740,11420,14786.0,19052.0,3826.0,13.0,24.0,3.0,117327.0
5,역촌역,하차,165,1431,1438,14177,27858,55293,8043.0,20889.0,8047.0,2.0,11.0,29.0,137383.0
5,연신내역,승차,9569,21684,12187,387993,230549,125194,99542.0,147069.0,31934.0,27.0,103.0,33.0,1065884.0
5,연신내역,하차,7423,18160,12988,83868,217180,403975,57359.0,151977.0,59118.0,26.0,69.0,55.0,1012198.0
5,영등포구청역,승차,2953,5943,4049,170930,219803,249051,32616.0,74208.0,24088.0,52.0,240.0,98.0,784031.0
5,영등포구청역,하차,3210,6620,4395,276055,179906,204218,44537.0,67580.0,17251.0,79.0,171.0,157.0,804179.0
5,영등포시장역,승차,1700,2284,1380,88088,88798,80532,12122.0,51726.0,20639.0,65.0,115.0,45.0,347494.0
5,영등포시장역,하차,759,3087,2095,82747,81872,96455,25425.0,54341.0,6635.0,13.0,150.0,151.0,353730.0
5,오금역,승차,4248,7303,1409,112736,71856,48784,23383.0,29456.0,7431.0,4.0,2.0,5.0,306617.0
5,오금역,하차,4738,4183,4887,61555,61345,93805,13142.0,30861.0,13104.0,2.0,7.0,2.0,287631.0
5,오목교역,승차,7407,14420,13690,162323,178960,170781,27333.0,56363.0,17568.0,5.0,86.0,58.0,648994.0
5,오목교역,하차,4819,24180,11072,152888,194280,195568,28237.0,54853.0,17394.0,17.0,85.0,31.0,683424.0
5,옥수역,승차,3388,5566,1949,84780,68987,48379,24035.0,34299.0,8371.0,41.0,87.0,43.0,279925.0
5,옥수역,하차,1147,5764,5233,33245,74163,98237,13589.0,37803.0,14976.0,27.0,106.0,46.0,284336.0
5,온수역,승차,4281,10331,3111,135421,69902,32490,22223.0,19906.0,4769.0,7.0,16.0,4.0,302461.0
5,온수역,하차,7604,4558,3986,43923,63561,113469,9330.0,23476.0,11607.0,1.0,16.0,10.0,281541.0
5,올림픽공원역,승차,2442,9155,4083,37643,43782,51579,14881.0,28621.0,8211.0,3.0,47.0,120.0,200567.0
5,올림픽공원역,하차,5874,4902,2430,27171,50039,35585,13248.0,23764.0,7587.0,26.0,123.0,16.0,170765.0
5,왕십리역,승차,4099,16422,9101,142215,188759,196086,21019.0,46815.0,15804.0,120.0,219.0,181.0,640840.0
5,왕십리역,하차,7181,12666,7983,108980,184846,213644,23723.0,43665.0,11849.0,44.0,239.0,268.0,615088.0
5,용답역,승차,1633,1943,483,32157,27520,11535,8147.0,8984.0,2015.0,18.0,7.0,4.0,94446.0
5,용답역,하차,1134,1575,1177,12630,21507,37275,4109.0,10799.0,4144.0,1.0,19.0,17.0,94387.0
5,용두역,승차,390,644,213,20494,17841,10405,6109.0,14475.0,3231.0,1.0,53.0,59.0,73915.0
5,용두역,하차,94,508,490,9501,16131,22711,6782.0,15168.0,3214.0,4.0,49.0,61.0,74713.0
5,용마산역,승차,2537,2707,1165,77501,39784,19633,18514.0,17501.0,3624.0,1.0,12.0,14.0,182993.0
5,용마산역,하차,1356,3271,2520,22521,39216,68794,9336.0,22861.0,10505.0,1.0,16.0,10.0,180407.0
5,우장산역,승차,8698,21108,8495,165280,97757,43611,41279.0,56262.0,10202.0,11.0,22.0,1.0,452726.0
5,우장산역,하차,8440,13778,13122,46249,93592,159884,23387.0,65148.0,23714.0,5.0,15.0,21.0,447355.0
5,월곡역,승차,5083,6443,1905,125235,105826,63266,31622.0,37240.0,8330.0,3.0,20.0,10.0,384983.0
5,월곡역,하차,2098,6618,4831,61973,86840,130968,16153.0,43273.0,16789.0,3.0,12.0,16.0,369574.0
5,월드컵경기장역,승차,1465,15546,5085,27051,60062,64687,11039.0,46126.0,20427.0,2.0,123.0,55.0,251668.0
5,월드컵경기장역,하차,9604,12493,1717,39991,108125,33947,19168.0,53774.0,5787.0,16.0,126.0,13.0,284761.0
5,을지로3가역,승차,2576,9030,4832,84968,346325,496105,13076.0,80728.0,32750.0,2134.0,4017.0,1837.0,1078378.0
5,을지로3가역,하차,3341,7274,3935,487469,259761,185019,57450.0,59011.0,6755.0,497.0,3644.0,3473.0,1077629.0
5,을지로4가역,승차,1097,5127,2459,51493,215815,200145,12829.0,81653.0,30322.0,1169.0,2899.0,1325.0,606333.0
5,을지로4가역,하차,2620,3682,2077,238429,151809,85189,57151.0,61475.0,5345.0,491.0,2770.0,2685.0,613723.0
5,을지로입구역,승차,2338,12691,7402,88425,500814,688967,8749.0,71695.0,26545.0,2837.0,8744.0,6710.0,1425917.0
5,을지로입구역,하차,3145,11528,6549,710555,400974,204504,37980.0,56085.0,5871.0,1203.0,8881.0,6923.0,1454198.0
5,응암역,승차,5957,6919,2725,224395,112295,54632,58325.0,62931.0,12776.0,9.0,18.0,5.0,540987.0
5,응암역,하차,2126,7607,6895,44275,111057,227582,23977.0,74322.0,34230.0,3.0,13.0,17.0,532104.0
5,이대역,승차,2167,9745,6975,114683,215265,151738,14739.0,30875.0,8327.0,179.0,906.0,340.0,555939.0
5,이대역,하차,5207,9442,6045,154803,199465,177478,19221.0,29293.0,9425.0,197.0,943.0,453.0,611972.0
5,이수역,승차,2773,4791,4001,117908,138167,146302,24054.0,49646.0,15415.0,19.0,45.0,28.0,503149.0
5,이수역,하차,1472,6452,3910,103142,135478,150817,22999.0,46596.0,14329.0,12.0,22.0,31.0,485260.0
5,이촌역,승차,2897,16551,2866,46154,105571,64480,14131.0,35356.0,7524.0,22.0,1349.0,419.0,297320.0
5,이촌역,하차,9842,10590,3307,66348,107360,64463,19604.0,31404.0,8682.0,336.0,1206.0,73.0,323215.0
5,이태원역,승차,1081,3490,2886,52741,120095,157760,8516.0,18061.0,6391.0,820.0,2500.0,2374.0,376715.0
5,이태원역,하차,1356,3713,2574,89718,133400,144989,13120.0,15119.0,5306.0,293.0,2932.0,3678.0,416198.0
5,일원역,승차,6565,13458,2904,75689,110286,38160,22715.0,43109.0,7126.0,0.0,23.0,3.0,320038.0
5,일원역,하차,6211,5957,8316,82261,66656,66207,24474.0,36572.0,11838.0,6.0,12.0,2.0,308512.0
5,자양역,승차,2684,11586,18075,86858,106221,131045,22383.0,49534.0,11351.0,15.0,98.0,144.0,439994.0
5,자양역,하차,4388,17175,9403,41813,151036,126128,19823.0,51163.0,12604.0,15.0,97.0,60.0,433705.0
5,잠실나루역,승차,6931,7571,2072,133341,135681,67992,30792.0,53301.0,10061.0,17.0,161.0,41.0,447961.0
5,잠실나루역,하차,1842,7930,6572,98561,103086,123124,28842.0,49410.0,16369.0,87.0,86.0,38.0,435947.0
5,잠실새내역,승차,13377,16660,11699,226575,184456,178173,39850.0,64508.0,17970.0,51.0,169.0,222.0,753710.0
5,잠실새내역,하차,3989,23850,13609,85176,231645,261464,27058.0,70245.0,23627.0,32.0,226.0,230.0,741151.0
5,잠실역,승차,16093,88367,73183,570161,915305,1006261,68005.0,190243.0,64275.0,421.0,5002.0,4433.0,3001749.0
5,잠실역,하차,68438,74281,40634,702738,1028804,804256,83591.0,180292.0,45604.0,1610.0,5997.0,1850.0,3038095.0
5,잠원역,승차,2989,3889,1228,48087,44996,23298,11911.0,18518.0,4093.0,4.0,49.0,43.0,159105.0
5,잠원역,하차,657,3625,3899,26849,35316,44978,10522.0,16695.0,5826.0,10.0,67.0,47.0,148491.0
5,장승배기역,승차,2685,3062,1312,98462,64045,36370,29265.0,38515.0,8183.0,5.0,23.0,3.0,281930.0
5,장승배기역,하차,986,3862,2674,39103,58208,94029,18927.0,42990.0,14943.0,0.0,17.0,14.0,275753.0
5,장암역,승차,994,679,154,45966,16250,6531,4029.0,10009.0,2545.0,0.0,3.0,2.0,87162.0
5,장암역,하차,81,457,530,6432,9765,12765,3695.0,7889.0,1409.0,0.0,0.0,0.0,43023.0
5,장지역,승차,5099,9864,5092,152933,136514,114293,31535.0,49996.0,13936.0,23.0,49.0,11.0,519345.0
5,장지역,하차,3149,8507,5562,119441,118002,131401,22104.0,50653.0,17616.0,3.0,35.0,43.0,476516.0
5,장한평역,승차,4312,4622,1924,196682,144360,113926,32802.0,52673.0,22530.0,318.0,424.0,291.0,574864.0
5,장한평역,하차,785,5375,4858,124049,125089,196489,35705.0,55370.0,18725.0,22.0,269.0,741.0,567477.0
5,제기동역,승차,1801,2277,773,77185,103611,62645,46488.0,200362.0,36082.0,18.0,210.0,37.0,531489.0
5,제기동역,하차,611,2404,1561,77629,83551,72868,78036.0,207879.0,17680.0,54.0,158.0,43.0,542474.0
5,종각역,승차,854,11548,8437,46249,370309,547171,15160.0,108897.0,37848.0,733.0,1956.0,1058.0,1150220.0
5,종각역,하차,4858,11066,2522,569682,271009,107615,61887.0,80299.0,9084.0,376.0,1795.0,1142.0,1121335.0
5,종로3가역,승차,1631,13949,8551,77215,462893,635012,39496.0,316552.0,119413.0,2160.0,4809.0,1916.0,1683597.0
5,종로3가역,하차,5135,13691,4267,398802,520700,274448,132532.0,304294.0,25818.0,902.0,4457.0,3469.0,1688515.0
5,종로5가역,승차,618,5588,2711,37948,238225,197630,26473.0,192572.0,48895.0,714.0,4522.0,2076.0,757972.0
5,종로5가역,하차,1631,4873,1539,207998,186498,70708,83782.0,164202.0,12589.0,738.0,3181.0,1604.0,739343.0
5,종합운동장역,승차,2390,26281,28136,65545,105405,207453,15304.0,32291.0,14051.0,9.0,243.0,479.0,497587.0
5,종합운동장역,하차,15953,36330,11309,61350,222162,144583,26154.0,29237.0,9188.0,22.0,555.0,220.0,557063.0
5,중계역,승차,6193,11870,3553,182890,99901,46093,44471.0,54207.0,9699.0,1.0,4.0,2.0,458884.0
5,중계역,하차,6343,7542,5917,50268,85433,160910,30067.0,50853.0,23863.0,0.0,3.0,3.0,421202.0
5,중곡역,승차,3140,8512,2623,114589,79932,49422,28916.0,33951.0,8885.0,13.0,12.0,6.0,330001.0
5,중곡역,하차,2922,3447,3324,57415,64019,105147,17953.0,38989.0,15806.0,0.0,12.0,15.0,309049.0
5,중화역,승차,3757,5445,2440,123371,81592,47969,29622.0,40117.0,11702.0,3.0,7.0,5.0,346030.0
5,중화역,하차,2186,5069,4473,43939,75515,120875,17955.0,41952.0,17461.0,0.0,7.0,8.0,329440.0
5,증산역,승차,3743,4084,1377,121589,64843,31208,37300.0,35725.0,7165.0,11.0,47.0,7.0,307099.0
5,증산역,하차,900,4264,4470,26141,63958,125522,13885.0,45652.0,21132.0,7.0,14.0,22.0,305967.0
5,지축역,승차,4378,6466,2270,90601,54886,28748,16590.0,19559.0,4762.0,4.0,24.0,4.0,228292.0
5,지축역,하차,1574,5954,6319,30918,51654,88845,9804.0,20354.0,9440.0,2.0,11.0,3.0,224878.0
5,창동역,승차,8513,14654,6718,256493,181652,113657,77908.0,129824.0,36093.0,18.0,18.0,3.0,825551.0
5,창동역,하차,3921,13244,13004,95386,197366,291737,56682.0,147152.0,46850.0,4.0,22.0,15.0,865383.0
5,창신역,승차,1548,2785,1552,44646,24672,14229,10208.0,8337.0,2223.0,7.0,12.0,10.0,110229.0
5,창신역,하차,2913,1909,1356,14874,22329,31878,4682.0,9992.0,5185.0,5.0,15.0,36.0,95174.0
5,천왕역,승차,7521,9592,2125,157120,71059,32252,32341.0,29544.0,4987.0,6.0,13.0,5.0,346565.0
5,천왕역,하차,4770,7587,6868,37115,73698,134154,12282.0,38396.0,16618.0,4.0,3.0,12.0,331507.0
5,천호역,승차,6090,12277,9006,265396,287840,235514,62925.0,151124.0,45087.0,69.0,159.0,58.0,1075545.0
5,천호역,하차,2830,17676,10741,195564,295277,353574,62252.0,158090.0,39067.0,33.0,91.0,125.0,1135320.0
5,철산역,승차,8661,10155,5290,256301,151651,99412,43737.0,63601.0,14471.0,10.0,28.0,6.0,653323.0
5,철산역,하차,1795,12820,10927,88090,161770,263386,31709.0,63658.0,24710.0,5.0,15.0,17.0,658902.0
5,청구역,승차,2325,2831,1346,53837,60861,68994,16313.0,23109.0,8236.0,58.0,130.0,106.0,238146.0
5,청구역,하차,671,3342,2157,69812,51064,56307,15666.0,21375.0,8306.0,15.0,128.0,104.0,228947.0
5,청담역,승차,1324,4600,3520,44851,179211,226618,19857.0,49216.0,16334.0,139.0,396.0,178.0,546244.0
5,청담역,하차,3277,5182,2179,325498,118204,60409,39919.0,33105.0,9920.0,77.0,321.0,277.0,598368.0
5,청량리역,승차,3925,6223,2457,162644,154171,93963,55720.0,206020.0,40998.0,73.0,160.0,100.0,726454.0
5,청량리역,하차,2911,5950,4386,87117,151636,158118,71050.0,204847.0,29969.0,41.0,138.0,152.0,716315.0
5,총신대입구역,승차,4415,7972,4047,157972,132450,117043,49915.0,93022.0,25479.0,10.0,51.0,32.0,592408.0
5,총신대입구역,하차,2725,8810,5346,94172,156035,195389,37190.0,107108.0,31958.0,21.0,48.0,35.0,638837.0
5,충무로역,승차,2621,10781,8374,87552,318811,389877,15584.0,75423.0,34664.0,2246.0,3231.0,1370.0,950534.0
5,충무로역,하차,6886,9648,4848,388245,266063,161832,56637.0,61779.0,9292.0,471.0,3431.0,3598.0,972730.0
5,충정로역,승차,1985,5702,1875,84029,135811,135677,21379.0,34718.0,8702.0,89.0,277.0,170.0,430414.0
5,충정로역,하차,3583,3565,2953,181764,95627,95121,21042.0,32062.0,12455.0,68.0,234.0,246.0,448720.0
5,태릉입구역,승차,4059,9265,4335,148355,178001,107327,33149.0,84281.0,20761.0,6.0,72.0,19.0,589630.0
5,태릉입구역,하차,3654,9418,6305,91505,184748,185828,36455.0,86511.0,19210.0,14.0,57.0,19.0,623724.0
5,하계역,승차,7237,14938,5114,206550,138963,64819,44076.0,67841.0,14482.0,4.0,8.0,3.0,564035.0
5,하계역,하차,7053,10512,8749,63871,120386,195146,29031.0,67157.0,25576.0,1.0,3.0,9.0,527494.0
5,하남검단산역,승차,4038,10384,4009,59144,45568,30714,25484.0,29505.0,6368.0,0.0,15.0,18.0,215247.0
5,하남검단산역,하차,4435,7234,6386,25692,43588,57043,14764.0,32784.0,13011.0,4.0,16.0,8.0,204965.0
5,하남시청역,승차,4317,9202,3780,78817,52617,29793,33949.0,41985.0,10266.0,2.0,14.0,3.0,264745.0
5,하남시청역,하차,3110,6433,7034,25020,44047,78724,19602.0,48442.0,18378.0,0.0,4.0,1.0,250795.0
5,하남풍산역,승차,1919,5080,2026,32754,33857,24373,11981.0,21089.0,4748.0,1.0,5.0,4.0,137837.0
5,하남풍산역,하차,1613,3183,3474,31275,25314,33995,10544.0,19561.0,7077.0,2.0,5.0,1.0,136044.0
5,학동역,승차,1108,4149,4358,38394,212017,322892,13272.0,42053.0,13698.0,39.0,217.0,116.0,652313.0
5,학동역,하차,2568,4847,2132,416938,136366,54490,32246.0,27420.0,6176.0,32.0,180.0,151.0,683546.0
5,학여울역,승차,761,1223,535,13364,27258,14424,6164.0,10487.0,2208.0,0.0,14.0,11.0,76449.0
5,학여울역,하차,620,1617,735,19291,22999,13758,5452.0,9587.0,3579.0,8.0,11.0,1.0,77658.0
5,한강진역,승차,512,3824,2009,18671,117793,143646,3426.0,11445.0,3575.0,44.0,1676.0,998.0,307619.0
5,한강진역,하차,1404,3807,1296,119434,163155,50334,9156.0,7541.0,1842.0,259.0,2614.0,373.0,361215.0
5,한성대입구역,승차,3889,12534,6481,108132,154053,109516,28249.0,46669.0,10671.0,53.0,93.0,29.0,480369.0
5,한성대입구역,하차,7216,9104,5796,93640,141833,126009,23321.0,45131.0,15651.0,25.0,70.0,69.0,467865.0
5,한양대역,승차,1140,14827,6530,31820,194382,136659,2930.0,8852.0,2858.0,24.0,137.0,57.0,400216.0
5,한양대역,하차,13616,9011,2902,187587,155979,66207,6667.0,7439.0,1593.0,76.0,128.0,71.0,451276.0
5,합정역,승차,6688,19716,17556,238857,433591,603924,31815.0,65750.0,23349.0,350.0,1623.0,1230.0,1444449.0
5,합정역,하차,6712,26060,13450,364559,527195,453170,35190.0,62783.0,20373.0,324.0,1548.0,1185.0,1512549.0
5,행당역,승차,4231,4393,1433,102625,51364,25682,26473.0,25623.0,4879.0,10.0,25.0,13.0,246751.0
5,행당역,하차,900,4955,3384,20664,50728,85073,9430.0,28547.0,12969.0,2.0,27.0,11.0,216690.0
5,혜화역,승차,2800,48135,30309,80042,371813,483433,29153.0,83452.0,22273.0,126.0,571.0,463.0,1152570.0
5,혜화역,하차,29339,37460,11199,288749,450368,214175,56651.0,63711.0,12386.0,142.0,603.0,525.0,1165308.0
5,홍대입구역,승차,7215,63874,84417,300613,718505,981765,29800.0,56484.0,19750.0,2553.0,10200.0,9661.0,2284837.0
5,홍대입구역,하차,21062,111494,33476,405193,1030835,739957,29669.0,54534.0,19302.0,1982.0,13403.0,10392.0,2471299.0
5,홍제역,승차,7331,7725,3006,197895,133997,66417,60924.0,82359.0,16754.0,46.0,218.0,58.0,576730.0
5,홍제역,하차,1987,8728,7318,61991,118506,189464,32518.0,88075.0,35917.0,10.0,138.0,125.0,544777.0
5,화곡역,승차,10892,12215,4631,384325,192847,97876,73576.0,76180.0,16126.0,14.0,55.0,20.0,868757.0
5,화곡역,하차,1851,12158,11955,79794,178909,365325,31439.0,86052.0,41723.0,18.0,28.0,47.0,809299.0
5,화랑대역,승차,5825,10593,3282,171280,106439,42409,25804.0,26041.0,5374.0,0.0,8.0,4.0,397059.0
5,화랑대역,하차,4548,6713,5520,47195,73507,125938,11966.0,26415.0,12631.0,5.0,6.0,3.0,314447.0
5,회현역,승차,707,5631,2468,34715,299661,255824,16576.0,190098.0,25089.0,1284.0,3907.0,1446.0,837406.0
5,회현역,하차,1704,6214,1266,347879,230647,50380,75028.0,150276.0,6715.0,905.0,4134.0,1814.0,876962.0
5,효창공원앞역,승차,1659,4101,1249,66939,65122,52736,15938.0,21341.0,4995.0,24.0,47.0,40.0,234191.0
5,효창공원앞역,하차,2530,2678,1719,55472,52162,60842,10484.0,21059.0,7471.0,18.0,23.0,44.0,214502.0
6,가락시장역,승차,2548,4651,2031,97560,114836,110776,40904.0,81813.0,23794.0,16.0,63.0,15.0,479007.0
6,가락시장역,하차,2075,4228,4319,115854,102080,119878,42161.0,79814.0,23746.0,2.0,52.0,21.0,494230.0
6,가산디지털단지역,승차,987,3008,2473,90788,388059,517216,15304.0,59102.0,22128.0,49.0,132.0,103.0,1099349.0
6,가산디지털단지역,하차,2002,3170,1486,733552,167583,103832,45385.0,38764.0,7131.0,20.0,117.0,84.0,1103126.0
6,강남구청역,승차,865,3638,2858,29894,135429,208166,11149.0,30777.0,11308.0,8.0,109.0,61.0,434262.0
6,강남구청역,하차,2204,3777,1834,254319,113203,52320,24429.0,23754.0,6509.0,17.0,147.0,64.0,482577.0
6,강남역,승차,3548,24423,27117,196899,786567,1013694,28598.0,96930.0,30580.0,295.0,2766.0,1996.0,2213413.0
6,강남역,하차,11763,26336,14913,886799,661966,422221,57177.0,65376.0,14296.0,621.0,2856.0,1480.0,2165804.0
6,강동구청역,승차,2413,4106,1290,97127,69049,46869,27642.0,33720.0,7767.0,1.0,25.0,1.0,290010.0
6,강동구청역,하차,1186,3785,3002,56911,66080,95629,18021.0,36757.0,15117.0,0.0,14.0,10.0,296512.0
6,강동역,승차,3579,4338,1946,171134,134613,84633,40344.0,56858.0,14996.0,51.0,30.0,14.0,512536.0
6,강동역,하차,1277,5142,4143,96906,110919,168910,29117.0,59238.0,21365.0,12.0,47.0,31.0,497107.0
6,강변역,승차,7004,14553,5391,310609,275375,158287,42166.0,61174.0,21606.0,167.0,382.0,217.0,896931.0
6,강변역,하차,2219,11676,12388,126139,280343,304544,33558.0,64918.0,22921.0,84.0,285.0,208.0,859283.0
6,강일역,승차,3674,4396,1128,66293,34897,15290,24068.0,19411.0,4215.0,3.0,4.0,2.0,173381.0
6,강일역,하차,312,3986,4884,15038,28081,60196,9257.0,24141.0,12617.0,1.0,4.0,2.0,158519.0
6,개롱역,승차,3008,7271,2383,58267,39009,23114,22349.0,26045.0,5955.0,0.0,1.0,2.0,187404.0
6,개롱역,하차,2372,5147,4918,25013,38061,62161,13335.0,29618.0,12539.0,0.0,2.0,3.0,193169.0
6,개화산역,승차,2133,2474,871,56277,39539,26222,18706.0,20122.0,4983.0,5.0,6.0,1.0,171339.0
6,개화산역,하차,286,2265,2732,29107,32944,53666,11563.0,21972.0,9103.0,0.0,10.0,7.0,163655.0
6,거여역,승차,5513,5720,1853,111392,61205,30364,32595.0,31492.0,6541.0,0.0,4.0,4.0,286683.0
6,거여역,하차,2154,6261,5893,30950,56852,107541,15150.0,35590.0,17710.0,3.0,5.0,1.0,278110.0
6,건대입구역,승차,5739,19054,21753,301732,463981,515875,46238.0,86113.0,28543.0,176.0,672.0,479.0,1490355.0
6,건대입구역,하차,5802,27587,16167,264274,534744,543482,45161.0,86066.0,28007.0,77.0,643.0,559.0,1552569.0
6,경복궁역,승차,2358,18887,5410,62554,287441,245168,17429.0,57558.0,18109.0,432.0,6407.0,1139.0,722892.0
6,경복궁역,하차,9871,12842,3607,286185,241380,83874,35735.0,45084.0,9676.0,3139.0,5435.0,452.0,737280.0
6,경찰병원역,승차,1687,2024,700,68530,53034,35858,17044.0,23237.0,5306.0,2.0,9.0,4.0,207435.0
6,경찰병원역,하차,272,2078,2286,50448,42814,61583,12805.0,24321.0,9789.0,3.0,1.0,4.0,206404.0
6,고덕역,승차,2735,14776,9746,77892,76721,41468,25077.0,46373.0,8431.0,0.0,11.0,3.0,303233.0
6,고덕역,하차,5842,9728,6456,50088,60811,82963,26324.0,38724.0,13408.0,1.0,4.0,12.0,294361.0
6,고려대역,승차,1391,3918,1346,66320,85982,57146,14296.0,18054.0,4735.0,19.0,69.0,25.0,253301.0
6,고려대역,하차,2661,2542,1746,60925,62283,75933,10369.0,17670.0,8243.0,25.0,54.0,37.0,242488.0
6,고속터미널역,승차,9556,27858,17615,225492,790500,654550,47133.0,197727.0,68129.0,210.0,2124.0,1570.0,2042464.0
6,고속터미널역,하차,5776,27086,15321,445994,734186,346321,86140.0,174733.0,27809.0,379.0,1690.0,704.0,1866139.0
6,공덕역,승차,4272,11322,4831,162816,287022,318408,34678.0,72012.0,25393.0,789.0,1368.0,580.0,923491.0
6,공덕역,하차,7297,8239,5214,332858,217849,226206,39598.0,65445.0,19868.0,186.0,1170.0,1499.0,925429.0
6,공릉역,승차,2798,7913,2821,105919,91283,58084,31057.0,37156.0,9203.0,7.0,11.0,4.0,346256.0
6,공릉역,하차,4319,4529,4102,43750,81873,125097,17970.0,41756.0,17876.0,2.0,13.0,8.0,341295.0
6,광나루역,승차,3830,8439,3180,126570,105600,73237,24005.0,42770.0,12331.0,34.0,134.0,110.0,400240.0
6,광나루역,하차,3124,7645,5833,66250,99675,114578,27959.0,35831.0,12488.0,45.0,136.0,85.0,373649.0
6,광명사거리역,승차,4102,7995,3430,210878,122596,71456,52917.0,84846.0,21035.0,6.0,15.0,7.0,579283.0
6,광명사거리역,하차,2112,5782,6044,69825,132325,192204,34623.0,101072.0,29703.0,7.0,15.0,12.0,573724.0
6,광화문역,승차,999,14271,8125,44496,308494,432062,8970.0,60182.0,22317.0,223.0,1690.0,857.0,902686.0
6,광화문역,하차,6414,13925,2859,501956,253256,83911,37037.0,47680.0,6561.0,831.0,1562.0,515.0,956507.0
6,광흥창역,승차,2614,4609,1817,66761,70928,61511,18781.0,33081.0,5967.0,23.0,44.0,40.0,266176.0
6,광흥창역,하차,2200,4012,2992,64576,55592,67784,19222.0,28275.0,9323.0,8.0,42.0,65.0,254091.0
6,교대역,승차,4331,13090,10552,147504,419553,470934,38281.0,142933.0,56962.0,81.0,439.0,232.0,1304892.0
6,교대역,하차,7305,13134,8132,480149,323894,219517,77186.0,129196.0,22888.0,86.0,461.0,306.0,1282254.0
6,구로디지털단지역,승차,6644,8769,3989,515129,430038,408097,60524.0,101077.0,39345.0,282.0,747.0,167.0,1574808.0
6,구로디지털단지역,하차,2082,7836,9012,433934,350372,547570,52885.0,111760.0,36795.0,50.0,318.0,724.0,1553338.0
6,구산역,승차,2780,7342,4710,94589,49941,21867,25465.0,28014.0,5181.0,2.0,15.0,4.0,239910.0
6,구산역,하차,3878,4904,2532,14375,34609,60491,10834.0,34442.0,15215.0,6.0,3.0,6.0,181295.0
6,구의역,승차,4629,7105,3443,277862,190218,113862,44052.0,50208.0,14494.0,26.0,110.0,61.0,706070.0
6,구의역,하차,1399,7015,6406,99983,169675,287710,24125.0,59389.0,24873.0,21.0,75.0,74.0,680745.0
6,구파발역,승차,6157,13464,5299,232208,154810,79545,46379.0,73496.0,15494.0,4.0,115.0,41.0,627012.0
6,구파발역,하차,3879,12901,9519,82543,149456,222739,35955.0,69544.0,25268.0,68.0,126.0,13.0,612011.0
6,군자역,승차,4744,5968,3932,256752,197234,170196,44438.0,66427.0,25653.0,28.0,154.0,38.0,775564.0
6,군자역,하차,1130,7781,5193,114754,182390,274659,32718.0,67884.0,25235.0,26.0,96.0,70.0,711936.0
6,굽은다리역,승차,2375,4407,2904,93783,62614,35614,34298.0,39728.0,9596.0,3.0,13.0,6.0,285341.0
6,굽은다리역,하차,1001,5185,3635,29121,59099,95960,16342.0,43398.0,19024.0,8.0,6.0,5.0,272784.0
6,금호역,승차,2661,2450,748,88674,52251,28878,23479.0,24925.0,5603.0,6.0,24.0,5.0,229704.0
6,금호역,하차,314,2962,2471,19598,52689,82183,10566.0,28707.0,13244.0,9.0,32.0,18.0,212793.0
