역명,승하차구분,승객유형,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,합계
남한산성입구,하차,중고생,0,0,0,0,3,1,0,0,1,1,0,12,0,0,0,0,0,0,0,0,18
남한산성입구,하차,청소년,2,64,213,398,270,212,403,760,486,527,1204,2187,1277,910,888,929,1039,850,356,79,13054
내방,승차,어린이,1,1,25,16,35,66,57,102,116,149,172,148,148,110,68,27,31,12,3,0,1287
내방,승차,외국인,0,0,0,5,6,6,24,4,3,9,1,8,2,5,2,5,2,3,1,0,86
내방,승차,우대권,1005,2604,2267,3533,4972,5799,5870,5647,6502,7369,7557,7245,6136,4601,2936,2662,1894,800,207,66,79672
내방,승차,일반,1429,5271,14835,22588,15867,10816,10847,12436,13898,14705,16340,24066,40953,59318,22624,17134,16478,12187,4250,757,336799
내방,승차,중고생,1,0,15,4,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,26
내방,승차,청소년,4,103,370,361,296,266,294,398,485,471,618,765,731,625,414,344,457,515,89,10,7616
내방,하차,어린이,0,0,0,22,48,73,65,74,87,102,150,170,193,124,115,48,39,16,8,3,1337
내방,하차,외국인,0,0,1,0,3,4,2,5,3,3,1,3,7,12,4,8,6,1,5,1,69
