역명,month,미성년_아침_유동인구,미성년_점심_유동인구,미성년_저녁_유동인구,meanshift_label
양재역,9,3517,10098,4553,0
양재역,9,4592,8510,6213,0
어린이대공원역,9,1660,8287,4479,0
어린이대공원역,9,5263,8435,2351,0
여의도역,9,925,4893,2882,0
여의도역,9,1826,4890,2486,0
역삼역,9,948,5493,5491,0
역삼역,9,2424,7486,3067,0
역촌역,9,680,901,342,0
역촌역,9,175,1053,1119,0
연신내역,9,6110,17599,9284,0
연신내역,9,6433,12818,9552,0
영등포구청역,9,2192,5165,3237,0
영등포구청역,9,2552,5309,3367,0
오목교역,9,3079,11322,12138,0
오목교역,9,3623,19035,7981,0
온수역,9,3452,8621,1891,0
온수역,9,5724,3292,3394,0
왕십리역,9,2445,12493,5781,0
왕십리역,9,4897,8377,4797,0
용마산역,9,2030,2332,988,0
용마산역,9,812,2766,1966,0
우장산역,9,5881,19118,7532,0
우장산역,9,7318,11204,10750,0
월곡역,9,3752,4084,1325,0
월곡역,9,1214,4972,3376,0
을지로3가역,9,1261,5682,3036,0
을지로3가역,9,1587,4864,2211,0
을지로입구역,9,1378,8569,5240,0
을지로입구역,9,2182,7647,4512,0
이대역,9,1329,5911,4504,0
이대역,9,2991,6287,3695,0
이수역,9,1348,4379,3382,0
이수역,9,1074,5093,2844,0
잠실역,9,10139,50263,46474,11
잠실역,9,28038,54390,29292,8
장지역,9,3439,7344,3381,0
장지역,9,2179,6211,3894,0
종각역,9,539,7083,5977,0
종각역,9,2926,7861,1786,0
종로3가역,9,950,8632,5521,0
종로3가역,9,2630,9123,2570,0
중화역,9,2143,4911,2016,0
중화역,9,1874,3450,3631,0
증산역,9,2230,3186,1026,0
증산역,9,541,3078,3199,0
청담역,9,990,4112,2843,0
청담역,9,2553,4517,1583,0
총신대입구역,9,2087,6162,3652,0
총신대입구역,9,2215,6202,3783,0
충무로역,9,1642,7010,4644,0
충무로역,9,3501,7220,3098,0
충정로역,9,1362,4198,1356,0
충정로역,9,2571,2953,2276,0
태릉입구역,9,2347,5052,2313,0
태릉입구역,9,1494,4965,4035,0
학동역,9,713,3023,3266,0
학동역,9,1941,4086,1429,0
한강진역,9,252,2869,2071,0
한강진역,9,1010,3014,1141,0
합정역,9,4095,14157,12847,0
합정역,9,4157,19563,9697,0
행당역,9,2875,3704,1195,0
행당역,9,857,4013,2446,0
홍제역,9,5052,6120,2193,0
홍제역,9,1107,6858,5482,0
회현역,9,457,3799,1531,0
회현역,9,1145,4285,827,0
효창공원앞역,9,1058,3018,1326,0
효창공원앞역,9,1428,2344,1600,0
