역명,month,성인_아침_유동인구,성인_점심_유동인구,성인_저녁_유동인구,dbscan_label
신촌역,9,250100,393497,319086,0
신풍역,9,117120,67826,36721,0
신풍역,9,40527,65636,96528,0
안암역,9,44896,165357,123928,0
안암역,9,125100,117587,97118,0
양재역,9,119748,306119,355815,0
양재역,9,442512,221666,183652,0
어린이대공원역,9,86792,188861,138802,0
어린이대공원역,9,156839,156895,109231,0
여의도역,9,43800,273947,316063,0
여의도역,9,428944,177756,76457,0
역삼역,9,79009,459955,548386,0
역삼역,9,831649,274819,139494,0
역촌역,9,38657,21024,9811,0
역촌역,9,13089,26000,48690,0
연신내역,9,339507,207902,114756,0
연신내역,9,75966,201472,352857,0
영등포구청역,9,152995,197745,215726,0
영등포구청역,9,239026,161574,181934,0
오목교역,9,139420,160077,152037,0
오목교역,9,135730,175943,170104,0
온수역,9,120970,62829,28433,0
온수역,9,38918,57579,99215,0
왕십리역,9,127690,172159,168828,0
왕십리역,9,96057,165760,187682,0
용마산역,9,67116,34152,16831,0
용마산역,9,17651,36178,59999,0
우장산역,9,144361,88799,40300,0
우장산역,9,41682,86744,141521,0
월곡역,9,109152,95075,56134,0
월곡역,9,55508,78823,114144,0
을지로3가역,9,78984,319076,424709,0
을지로3가역,9,425052,231495,162167,0
을지로입구역,9,81667,466306,628229,0
을지로입구역,9,640712,371907,188137,0
이대역,9,100432,190525,128525,0
이대역,9,134296,173547,159324,0
이수역,9,101789,124947,128397,0
이수역,9,91685,123627,130058,0
잠실역,9,476521,840362,928200,1
잠실역,9,627927,966911,696150,1
장지역,9,133988,125930,102155,0
장지역,9,109428,107326,114765,0
종각역,9,41685,324453,460244,0
종각역,9,509189,227669,88511,0
종로3가역,9,71740,404427,521701,0
종로3가역,9,342202,443519,223077,0
중화역,9,107719,68697,38222,0
중화역,9,37611,64915,106029,0
증산역,9,104647,57432,27305,0
증산역,9,22840,56737,106664,0
청담역,9,38078,158770,194188,0
청담역,9,277246,100953,53444,0
총신대입구역,9,135741,122373,103519,0
총신대입구역,9,84292,142676,169990,0
충무로역,9,83089,289087,331086,0
충무로역,9,340070,238038,146488,0
충정로역,9,73145,122123,116610,0
충정로역,9,158339,86889,84531,0
태릉입구역,9,120602,118198,73129,0
태릉입구역,9,65275,106744,147681,0
학동역,9,34225,193598,279124,0
학동역,9,362825,121597,48386,0
한강진역,9,16153,108153,143856,0
한강진역,9,105354,162200,53952,0
합정역,9,205560,386565,539043,0
합정역,9,321688,481161,402735,0
행당역,9,89617,47225,22973,0
행당역,9,18451,46628,74513,0
홍제역,9,170423,117165,56387,0
홍제역,9,52702,106515,162565,0
회현역,9,33883,255241,225672,0
회현역,9,302334,192396,47543,0
효창공원앞역,9,57335,57511,45144,0
효창공원앞역,9,46659,46573,52764,0
