역명,month,외국인_아침_유동인구,외국인_점심_유동인구,외국인_저녁_유동인구,dbscan_label
여의도역,8,112.0,1119.0,807.0,0
여의도역,8,172.0,1389.0,494.0,0
역삼역,8,293.0,912.0,449.0,0
역삼역,8,118.0,747.0,785.0,0
역촌역,8,8.0,26.0,1.0,0
역촌역,8,2.0,11.0,19.0,0
연신내역,8,9.0,118.0,26.0,0
연신내역,8,32.0,59.0,64.0,0
영등포구청역,8,66.0,240.0,98.0,0
영등포구청역,8,39.0,236.0,148.0,0
오목교역,8,16.0,87.0,50.0,0
오목교역,8,28.0,86.0,31.0,0
온수역,8,23.0,22.0,9.0,0
온수역,8,4.0,11.0,12.0,0
왕십리역,8,109.0,300.0,206.0,0
왕십리역,8,40.0,313.0,303.0,0
용마산역,8,3.0,5.0,3.0,0
용마산역,8,1.0,4.0,4.0,0
우장산역,8,6.0,6.0,7.0,0
우장산역,8,5.0,9.0,8.0,0
월곡역,8,6.0,20.0,18.0,0
월곡역,8,2.0,17.0,15.0,0
을지로3가역,8,3212.0,6008.0,2216.0,0
을지로3가역,8,688.0,4866.0,5379.0,0
을지로입구역,8,3910.0,11697.0,7840.0,-1
을지로입구역,8,1410.0,11703.0,8868.0,0
이대역,8,216.0,1231.0,479.0,0
이대역,8,263.0,1399.0,547.0,0
이수역,8,7.0,30.0,19.0,0
이수역,8,5.0,21.0,22.0,0
잠실역,8,381.0,6278.0,7739.0,0
잠실역,8,2930.0,8704.0,2204.0,0
장지역,8,28.0,94.0,33.0,0
장지역,8,3.0,88.0,68.0,0
종각역,8,847.0,2269.0,1136.0,0
종각역,8,425.0,2076.0,1360.0,0
종로3가역,8,2264.0,5169.0,2159.0,0
종로3가역,8,737.0,4777.0,4000.0,0
중화역,8,4.0,2.0,2.0,0
중화역,8,1.0,1.0,7.0,0
증산역,8,0.0,10.0,9.0,0
증산역,8,0.0,9.0,12.0,0
청담역,8,78.0,368.0,193.0,0
청담역,8,81.0,300.0,233.0,0
총신대입구역,8,13.0,65.0,51.0,0
총신대입구역,8,13.0,81.0,53.0,0
충무로역,8,2902.0,4840.0,1772.0,0
충무로역,8,520.0,4275.0,5125.0,0
충정로역,8,126.0,302.0,176.0,0
충정로역,8,64.0,250.0,238.0,0
태릉입구역,8,0.0,9.0,22.0,0
태릉입구역,8,17.0,5.0,10.0,0
학동역,8,40.0,231.0,166.0,0
학동역,8,31.0,207.0,149.0,0
한강진역,8,39.0,1576.0,891.0,0
한강진역,8,198.0,2673.0,383.0,0
합정역,8,420.0,2154.0,1584.0,0
합정역,8,377.0,2097.0,1490.0,0
행당역,8,3.0,26.0,21.0,0
행당역,8,6.0,27.0,20.0,0
홍제역,8,33.0,74.0,29.0,0
홍제역,8,13.0,57.0,62.0,0
회현역,8,1651.0,4832.0,1665.0,0
회현역,8,984.0,4867.0,2459.0,0
효창공원앞역,8,7.0,47.0,26.0,0
효창공원앞역,8,9.0,32.0,26.0,0
강남역,9,333.0,2750.0,1680.0,0
강남역,9,498.0,2624.0,1177.0,0
강동구청역,9,4.0,39.0,16.0,0
강동구청역,9,9.0,19.0,11.0,0
강동역,9,21.0,17.0,4.0,0
강동역,9,11.0,29.0,22.0,0
강일역,9,0.0,3.0,8.0,0
강일역,9,2.0,5.0,3.0,0
건대입구역,9,169.0,710.0,485.0,0
건대입구역,9,73.0,632.0,579.0,0
공덕역,9,698.0,1350.0,701.0,0
공덕역,9,180.0,1248.0,1485.0,0
광명사거리역,9,7.0,24.0,7.0,0
광명사거리역,9,1.0,17.0,26.0,0
광흥창역,9,8.0,66.0,60.0,0
광흥창역,9,17.0,43.0,55.0,0
교대역,9,78.0,375.0,218.0,0
교대역,9,76.0,372.0,285.0,0
군자역,9,30.0,119.0,59.0,0
군자역,9,41.0,92.0,75.0,0
굽은다리역,9,1.0,7.0,6.0,0
굽은다리역,9,4.0,8.0,5.0,0
낙성대역,9,8.0,51.0,26.0,0
낙성대역,9,8.0,47.0,39.0,0
남구로역,9,58.0,54.0,41.0,0
남구로역,9,19.0,79.0,62.0,0
남위례역,9,8.0,20.0,10.0,0
남위례역,9,3.0,9.0,22.0,0
노원역,9,232.0,132.0,45.0,0
노원역,9,16.0,79.0,282.0,0
논현역,9,19.0,126.0,83.0,0
논현역,9,17.0,132.0,91.0,0
당산역,9,12.0,60.0,47.0,0
당산역,9,4.0,52.0,111.0,0
대림역,9,117.0,297.0,135.0,0
대림역,9,49.0,323.0,214.0,0
대청역,9,8.0,12.0,2.0,0
대청역,9,1.0,10.0,19.0,0
동대문역,9,891.0,3087.0,2797.0,0
동대문역,9,717.0,4264.0,4115.0,0
동묘앞역,9,555.0,1074.0,446.0,0
동묘앞역,9,142.0,914.0,898.0,0
디지털미디어시티역,9,16.0,58.0,43.0,0
디지털미디어시티역,9,14.0,68.0,76.0,0
마포구청역,9,29.0,118.0,71.0,0
마포구청역,9,12.0,77.0,79.0,0
면목역,9,4.0,11.0,4.0,0
면목역,9,2.0,12.0,12.0,0
미아사거리역,9,14.0,68.0,31.0,0
미아사거리역,9,3.0,48.0,47.0,0
미아역,9,17.0,56.0,23.0,0
미아역,9,10.0,45.0,44.0,0
봉화산역,9,1.0,0.0,0.0,0
봉화산역,9,1.0,3.0,0.0,0
불광역,9,50.0,108.0,21.0,0
불광역,9,25.0,84.0,73.0,0
사가정역,9,7.0,9.0,4.0,0
사가정역,9,5.0,8.0,3.0,0
사당역,9,118.0,298.0,202.0,0
사당역,9,67.0,319.0,253.0,0
삼각지역,9,165.0,1112.0,294.0,0
삼각지역,9,219.0,982.0,278.0,0
상계역,9,0.0,8.0,14.0,0
상계역,9,3.0,6.0,10.0,0
상봉역,9,14.0,33.0,21.0,0
상봉역,9,10.0,36.0,30.0,0
상수역,9,144.0,567.0,547.0,0
상수역,9,103.0,498.0,504.0,0
상일동역,9,2.0,4.0,3.0,0
상일동역,9,5.0,4.0,1.0,0
새절역,9,19.0,46.0,8.0,0
새절역,9,3.0,22.0,43.0,0
서초역,9,35.0,152.0,87.0,0
서초역,9,40.0,146.0,94.0,0
석계역,9,4.0,7.0,0.0,0
석계역,9,2.0,16.0,7.0,0
선릉역,9,295.0,894.0,370.0,0
선릉역,9,129.0,662.0,620.0,0
성수역,9,142.0,4035.0,2469.0,0
성수역,9,1364.0,6102.0,852.0,0
송정역,9,75.0,49.0,19.0,0
송정역,9,10.0,52.0,89.0,0
수락산역,9,7.0,4.0,2.0,0
수락산역,9,1.0,8.0,5.0,0
숙대입구역,9,320.0,602.0,347.0,0
숙대입구역,9,85.0,473.0,607.0,0
신금호역,9,13.0,9.0,13.0,0
신금호역,9,5.0,12.0,26.0,0
신당역,9,201.0,602.0,450.0,0
신당역,9,74.0,545.0,752.0,0
신대방삼거리역,9,6.0,24.0,2.0,0
신대방삼거리역,9,1.0,6.0,23.0,0
신대방역,9,68.0,110.0,32.0,0
신대방역,9,12.0,42.0,121.0,0
신사역,9,373.0,1990.0,1506.0,0
신사역,9,435.0,2269.0,1098.0,0
신용산역,9,153.0,784.0,524.0,0
신용산역,9,195.0,834.0,640.0,0
신정역,9,8.0,16.0,2.0,0
신정역,9,3.0,8.0,16.0,0
신촌역,9,465.0,1327.0,728.0,0
신촌역,9,181.0,1082.0,1067.0,0
신풍역,9,7.0,26.0,6.0,0
신풍역,9,5.0,4.0,22.0,0
안암역,9,14.0,113.0,74.0,0
안암역,9,47.0,70.0,88.0,0
양재역,9,112.0,254.0,120.0,0
양재역,9,27.0,202.0,214.0,0
어린이대공원역,9,38.0,217.0,84.0,0
어린이대공원역,9,64.0,160.0,70.0,0
여의도역,9,100.0,714.0,420.0,0
여의도역,9,144.0,861.0,366.0,0
역삼역,9,349.0,867.0,428.0,0
역삼역,9,128.0,704.0,786.0,0
역촌역,9,13.0,34.0,6.0,0
역촌역,9,3.0,24.0,29.0,0
연신내역,9,35.0,60.0,27.0,0
연신내역,9,17.0,63.0,55.0,0
영등포구청역,9,37.0,125.0,79.0,0
영등포구청역,9,33.0,152.0,128.0,0
오목교역,9,9.0,62.0,37.0,0
오목교역,9,21.0,59.0,8.0,0
온수역,9,5.0,16.0,9.0,0
온수역,9,2.0,9.0,21.0,0
왕십리역,9,197.0,328.0,171.0,0
왕십리역,9,49.0,273.0,347.0,0
용마산역,9,2.0,7.0,7.0,0
용마산역,9,2.0,12.0,2.0,0
우장산역,9,7.0,11.0,3.0,0
우장산역,9,7.0,13.0,13.0,0
월곡역,9,10.0,22.0,20.0,0
월곡역,9,11.0,21.0,24.0,0
을지로3가역,9,2169.0,3975.0,1893.0,0
을지로3가역,9,474.0,3699.0,3458.0,0
을지로입구역,9,2612.0,8672.0,6183.0,1
을지로입구역,9,1158.0,8572.0,6324.0,0
이대역,9,181.0,841.0,304.0,0
이대역,9,226.0,770.0,472.0,0
이수역,9,12.0,39.0,30.0,0
이수역,9,5.0,16.0,29.0,0
잠실역,9,346.0,4716.0,3986.0,0
잠실역,9,1374.0,5632.0,1501.0,0
장지역,9,27.0,31.0,14.0,0
장지역,9,3.0,37.0,38.0,0
종각역,9,645.0,1552.0,864.0,0
종각역,9,357.0,1557.0,1082.0,0
종로3가역,9,1876.0,4198.0,2007.0,0
종로3가역,9,821.0,4162.0,3105.0,0
중화역,9,2.0,7.0,0.0,0
중화역,9,1.0,2.0,2.0,0
증산역,9,3.0,12.0,3.0,0
증산역,9,0.0,6.0,17.0,0
청담역,9,101.0,372.0,255.0,0
청담역,9,99.0,365.0,287.0,0
총신대입구역,9,9.0,61.0,46.0,0
총신대입구역,9,13.0,69.0,58.0,0
충무로역,9,2443.0,3412.0,1460.0,0
충무로역,9,549.0,3954.0,3974.0,0
충정로역,9,88.0,278.0,141.0,0
충정로역,9,45.0,264.0,179.0,0
태릉입구역,9,9.0,18.0,4.0,0
태릉입구역,9,7.0,15.0,10.0,0
학동역,9,42.0,225.0,119.0,0
학동역,9,28.0,176.0,203.0,0
한강진역,9,67.0,1343.0,914.0,0
한강진역,9,184.0,2440.0,426.0,0
합정역,9,326.0,1534.0,1024.0,0
합정역,9,243.0,1440.0,1177.0,0
행당역,9,0.0,22.0,24.0,0
행당역,9,1.0,20.0,28.0,0
홍제역,9,22.0,136.0,24.0,0
홍제역,9,8.0,95.0,72.0,0
회현역,9,1269.0,3614.0,1368.0,0
회현역,9,845.0,3785.0,2059.0,0
효창공원앞역,9,15.0,56.0,40.0,0
효창공원앞역,9,10.0,34.0,28.0,0
